i,j,path1,path2,embedding_distance
0,61,images/image_0.jpg,images/image_153.jpg,0.011054694652557373
189,353,images/image_269.jpg,images/image_416.jpg,0.011075794696807861
461,490,images/image_513.jpg,images/image_54.jpg,0.011079728603363037
13,159,images/image_11.jpg,images/image_241.jpg,0.011243820190429688
28,132,images/image_123.jpg,images/image_217.jpg,0.011275947093963623
121,185,images/image_207.jpg,images/image_265.jpg,0.011341512203216553
256,416,images/image_329.jpg,images/image_473.jpg,0.011400997638702393
233,437,images/image_308.jpg,images/image_492.jpg,0.011425256729125977
80,415,images/image_170.jpg,images/image_472.jpg,0.011471748352050781
256,308,images/image_329.jpg,images/image_376.jpg,0.011507689952850342
121,151,images/image_207.jpg,images/image_234.jpg,0.011522829532623291
389,461,images/image_449.jpg,images/image_513.jpg,0.011628508567810059
413,461,images/image_470.jpg,images/image_513.jpg,0.011763393878936768
185,353,images/image_265.jpg,images/image_416.jpg,0.011785626411437988
233,490,images/image_308.jpg,images/image_54.jpg,0.011795520782470703
159,365,images/image_241.jpg,images/image_427.jpg,0.011829137802124023
159,287,images/image_241.jpg,images/image_357.jpg,0.011850416660308838
121,388,images/image_207.jpg,images/image_448.jpg,0.01190173625946045
189,345,images/image_269.jpg,images/image_409.jpg,0.01192617416381836
7,170,images/image_104.jpg,images/image_251.jpg,0.01192706823348999
208,463,images/image_286.jpg,images/image_515.jpg,0.011995077133178711
121,476,images/image_207.jpg,images/image_527.jpg,0.012014925479888916
189,429,images/image_269.jpg,images/image_485.jpg,0.012017428874969482
305,416,images/image_373.jpg,images/image_473.jpg,0.01202017068862915
151,353,images/image_234.jpg,images/image_416.jpg,0.01210474967956543
121,187,images/image_207.jpg,images/image_267.jpg,0.012115776538848877
170,374,images/image_251.jpg,images/image_435.jpg,0.012124717235565186
47,437,images/image_140.jpg,images/image_492.jpg,0.012156128883361816
353,388,images/image_416.jpg,images/image_448.jpg,0.012192070484161377
22,88,images/image_118.jpg,images/image_178.jpg,0.012198209762573242
146,307,images/image_23.jpg,images/image_375.jpg,0.012230455875396729
112,463,images/image_2.jpg,images/image_515.jpg,0.012282729148864746
11,320,images/image_108.jpg,images/image_387.jpg,0.01228487491607666
184,389,images/image_264.jpg,images/image_449.jpg,0.01228785514831543
233,389,images/image_308.jpg,images/image_449.jpg,0.012339472770690918
167,389,images/image_249.jpg,images/image_449.jpg,0.012357831001281738
353,476,images/image_416.jpg,images/image_527.jpg,0.012364029884338379
121,414,images/image_207.jpg,images/image_471.jpg,0.012387752532958984
160,208,images/image_242.jpg,images/image_286.jpg,0.01238870620727539
233,413,images/image_308.jpg,images/image_470.jpg,0.012394249439239502
69,103,images/image_160.jpg,images/image_191.jpg,0.012394309043884277
170,502,images/image_251.jpg,images/image_550.jpg,0.012415647506713867
208,597,images/image_286.jpg,images/image_97.jpg,0.012431919574737549
36,80,images/image_130.jpg,images/image_170.jpg,0.012440860271453857
187,353,images/image_267.jpg,images/image_416.jpg,0.012451231479644775
321,437,images/image_388.jpg,images/image_492.jpg,0.012451887130737305
28,572,images/image_123.jpg,images/image_74.jpg,0.012506604194641113
132,496,images/image_217.jpg,images/image_545.jpg,0.012531459331512451
167,170,images/image_249.jpg,images/image_251.jpg,0.012575984001159668
290,437,images/image_36.jpg,images/image_492.jpg,0.012598097324371338
112,597,images/image_2.jpg,images/image_97.jpg,0.012618601322174072
185,345,images/image_265.jpg,images/image_409.jpg,0.012629568576812744
112,160,images/image_2.jpg,images/image_242.jpg,0.012670695781707764
47,490,images/image_140.jpg,images/image_54.jpg,0.012675881385803223
25,28,images/image_120.jpg,images/image_123.jpg,0.01269233226776123
514,573,images/image_561.jpg,images/image_75.jpg,0.0127030611038208
184,490,images/image_264.jpg,images/image_54.jpg,0.012708902359008789
28,236,images/image_123.jpg,images/image_310.jpg,0.012715935707092285
28,169,images/image_123.jpg,images/image_250.jpg,0.012734949588775635
184,437,images/image_264.jpg,images/image_492.jpg,0.012752294540405273
440,514,images/image_495.jpg,images/image_561.jpg,0.01278233528137207
167,490,images/image_249.jpg,images/image_54.jpg,0.012808144092559814
185,429,images/image_265.jpg,images/image_485.jpg,0.012813746929168701
305,308,images/image_373.jpg,images/image_376.jpg,0.012816429138183594
208,483,images/image_286.jpg,images/image_533.jpg,0.012820661067962646
7,203,images/image_104.jpg,images/image_281.jpg,0.012862205505371094
167,374,images/image_249.jpg,images/image_435.jpg,0.012864828109741211
17,88,images/image_113.jpg,images/image_178.jpg,0.012885630130767822
72,80,images/image_163.jpg,images/image_170.jpg,0.012948572635650635
345,388,images/image_409.jpg,images/image_448.jpg,0.012955427169799805
57,103,images/image_15.jpg,images/image_191.jpg,0.012962639331817627
203,502,images/image_281.jpg,images/image_550.jpg,0.012975215911865234
353,414,images/image_416.jpg,images/image_471.jpg,0.013008832931518555
80,178,images/image_170.jpg,images/image_259.jpg,0.01303941011428833
151,345,images/image_234.jpg,images/image_409.jpg,0.013056159019470215
208,467,images/image_286.jpg,images/image_519.jpg,0.01307767629623413
203,374,images/image_281.jpg,images/image_435.jpg,0.013107240200042725
0,103,images/image_0.jpg,images/image_191.jpg,0.013115525245666504
112,483,images/image_2.jpg,images/image_533.jpg,0.013126254081726074
345,476,images/image_409.jpg,images/image_527.jpg,0.013136148452758789
388,429,images/image_448.jpg,images/image_485.jpg,0.013147056102752686
151,429,images/image_234.jpg,images/image_485.jpg,0.013158142566680908
371,514,images/image_432.jpg,images/image_561.jpg,0.01318579912185669
514,577,images/image_561.jpg,images/image_79.jpg,0.01318579912185669
187,345,images/image_267.jpg,images/image_409.jpg,0.013202905654907227
167,437,images/image_249.jpg,images/image_492.jpg,0.013209939002990723
80,418,images/image_170.jpg,images/image_475.jpg,0.013228178024291992
47,389,images/image_140.jpg,images/image_449.jpg,0.013238072395324707
184,413,images/image_264.jpg,images/image_470.jpg,0.013254821300506592
112,467,images/image_2.jpg,images/image_519.jpg,0.013261377811431885
47,413,images/image_140.jpg,images/image_470.jpg,0.013274848461151123
88,315,images/image_178.jpg,images/image_382.jpg,0.013284087181091309
80,498,images/image_170.jpg,images/image_547.jpg,0.013288259506225586
320,531,images/image_387.jpg,images/image_577.jpg,0.01329648494720459
491,514,images/image_540.jpg,images/image_561.jpg,0.013299524784088135
389,579,images/image_449.jpg,images/image_80.jpg,0.013380646705627441
321,413,images/image_388.jpg,images/image_470.jpg,0.013385772705078125
429,476,images/image_485.jpg,images/image_527.jpg,0.013387680053710938
226,389,images/image_301.jpg,images/image_449.jpg,0.013398230075836182
407,460,images/image_465.jpg,images/image_512.jpg,0.01340949535369873
167,413,images/image_249.jpg,images/image_470.jpg,0.013429462909698486
226,374,images/image_301.jpg,images/image_435.jpg,0.013432919979095459
7,470,images/image_104.jpg,images/image_521.jpg,0.01346123218536377
187,429,images/image_267.jpg,images/image_485.jpg,0.013461589813232422
88,136,images/image_178.jpg,images/image_220.jpg,0.013467371463775635
7,408,images/image_104.jpg,images/image_466.jpg,0.013475179672241211
81,84,images/image_171.jpg,images/image_174.jpg,0.013539791107177734
332,460,images/image_398.jpg,images/image_512.jpg,0.013567984104156494
290,413,images/image_36.jpg,images/image_470.jpg,0.01358652114868164
470,502,images/image_521.jpg,images/image_550.jpg,0.013598203659057617
80,220,images/image_170.jpg,images/image_297.jpg,0.013623297214508057
306,460,images/image_374.jpg,images/image_512.jpg,0.013668656349182129
96,556,images/image_185.jpg,images/image_6.jpg,0.013701379299163818
374,470,images/image_435.jpg,images/image_521.jpg,0.013736903667449951
32,389,images/image_127.jpg,images/image_449.jpg,0.013741374015808105
374,408,images/image_435.jpg,images/image_466.jpg,0.013761281967163086
408,502,images/image_466.jpg,images/image_550.jpg,0.013772428035736084
437,579,images/image_492.jpg,images/image_80.jpg,0.013784468173980713
7,167,images/image_104.jpg,images/image_249.jpg,0.013833284378051758
226,490,images/image_301.jpg,images/image_54.jpg,0.013842165470123291
490,579,images/image_54.jpg,images/image_80.jpg,0.013842582702636719
226,437,images/image_301.jpg,images/image_492.jpg,0.013843715190887451
76,347,images/image_167.jpg,images/image_410.jpg,0.013971388339996338
184,374,images/image_264.jpg,images/image_435.jpg,0.013996005058288574
414,429,images/image_471.jpg,images/image_485.jpg,0.01404350996017456
32,374,images/image_127.jpg,images/image_435.jpg,0.014043927192687988
391,460,images/image_450.jpg,images/image_512.jpg,0.014052152633666992
236,496,images/image_310.jpg,images/image_545.jpg,0.014071464538574219
345,414,images/image_409.jpg,images/image_471.jpg,0.014075756072998047
76,79,images/image_167.jpg,images/image_17.jpg,0.014133870601654053
32,437,images/image_127.jpg,images/image_492.jpg,0.01416635513305664
347,362,images/image_410.jpg,images/image_424.jpg,0.014207959175109863
84,335,images/image_174.jpg,images/image_40.jpg,0.01421201229095459
32,490,images/image_127.jpg,images/image_54.jpg,0.014212429523468018
374,579,images/image_435.jpg,images/image_80.jpg,0.014262199401855469
496,572,images/image_545.jpg,images/image_74.jpg,0.014264225959777832
319,347,images/image_386.jpg,images/image_410.jpg,0.014275729656219482
222,556,images/image_299.jpg,images/image_6.jpg,0.014301061630249023
473,549,images/image_524.jpg,images/image_593.jpg,0.014319837093353271
413,579,images/image_470.jpg,images/image_80.jpg,0.014329075813293457
207,407,images/image_285.jpg,images/image_465.jpg,0.01433342695236206
208,297,images/image_286.jpg,images/image_366.jpg,0.014364123344421387
226,413,images/image_301.jpg,images/image_470.jpg,0.014379441738128662
368,556,images/image_43.jpg,images/image_6.jpg,0.014381229877471924
274,473,images/image_345.jpg,images/image_524.jpg,0.014388203620910645
79,362,images/image_17.jpg,images/image_424.jpg,0.014390766620635986
121,149,images/image_207.jpg,images/image_232.jpg,0.014391005039215088
79,319,images/image_17.jpg,images/image_386.jpg,0.014397621154785156
274,500,images/image_345.jpg,images/image_549.jpg,0.014421463012695312
296,320,images/image_365.jpg,images/image_387.jpg,0.01445227861404419
75,152,images/image_166.jpg,images/image_235.jpg,0.014477670192718506
347,567,images/image_410.jpg,images/image_7.jpg,0.014483749866485596
75,448,images/image_166.jpg,images/image_501.jpg,0.014525830745697021
321,389,images/image_388.jpg,images/image_449.jpg,0.01453089714050293
152,368,images/image_235.jpg,images/image_43.jpg,0.014537513256072998
207,332,images/image_285.jpg,images/image_398.jpg,0.014546990394592285
169,496,images/image_250.jpg,images/image_545.jpg,0.014548182487487793
368,448,images/image_43.jpg,images/image_501.jpg,0.01456308364868164
25,496,images/image_120.jpg,images/image_545.jpg,0.01457071304321289
207,306,images/image_285.jpg,images/image_374.jpg,0.01459282636642456
272,556,images/image_343.jpg,images/image_6.jpg,0.014604926109313965
500,549,images/image_549.jpg,images/image_593.jpg,0.014616727828979492
112,297,images/image_2.jpg,images/image_366.jpg,0.014618396759033203
114,152,images/image_200.jpg,images/image_235.jpg,0.01466834545135498
114,448,images/image_200.jpg,images/image_501.jpg,0.01470029354095459
32,413,images/image_127.jpg,images/image_470.jpg,0.014701247215270996
79,567,images/image_17.jpg,images/image_7.jpg,0.014701485633850098
290,389,images/image_36.jpg,images/image_449.jpg,0.014734268188476562
30,88,images/image_125.jpg,images/image_178.jpg,0.014744102954864502
199,437,images/image_278.jpg,images/image_492.jpg,0.014745831489562988
58,347,images/image_150.jpg,images/image_410.jpg,0.014759480953216553
7,226,images/image_104.jpg,images/image_301.jpg,0.014809668064117432
121,302,images/image_207.jpg,images/image_370.jpg,0.014855146408081055
156,556,images/image_239.jpg,images/image_6.jpg,0.0148698091506958
347,593,images/image_410.jpg,images/image_93.jpg,0.01487576961517334
152,156,images/image_235.jpg,images/image_239.jpg,0.014876723289489746
227,556,images/image_302.jpg,images/image_6.jpg,0.014884412288665771
170,226,images/image_251.jpg,images/image_301.jpg,0.014898061752319336
152,434,images/image_235.jpg,images/image_49.jpg,0.01491093635559082
179,460,images/image_26.jpg,images/image_512.jpg,0.014917731285095215
309,458,images/image_377.jpg,images/image_510.jpg,0.01491779088973999
29,362,images/image_124.jpg,images/image_424.jpg,0.014920651912689209
167,502,images/image_249.jpg,images/image_550.jpg,0.014923095703125
156,448,images/image_239.jpg,images/image_501.jpg,0.014926552772521973
434,448,images/image_49.jpg,images/image_501.jpg,0.014945805072784424
152,500,images/image_235.jpg,images/image_549.jpg,0.014978766441345215
58,79,images/image_150.jpg,images/image_17.jpg,0.014985799789428711
317,337,images/image_384.jpg,images/image_401.jpg,0.015027821063995361
321,490,images/image_388.jpg,images/image_54.jpg,0.015027880668640137
195,460,images/image_274.jpg,images/image_512.jpg,0.015028834342956543
170,184,images/image_251.jpg,images/image_264.jpg,0.015037834644317627
458,497,images/image_510.jpg,images/image_546.jpg,0.015074551105499268
207,391,images/image_285.jpg,images/image_450.jpg,0.015080094337463379
149,353,images/image_232.jpg,images/image_416.jpg,0.015084028244018555
79,593,images/image_17.jpg,images/image_93.jpg,0.015091538429260254
347,409,images/image_410.jpg,images/image_467.jpg,0.015098869800567627
5,347,images/image_102.jpg,images/image_410.jpg,0.01510399580001831
167,408,images/image_249.jpg,images/image_466.jpg,0.01511538028717041
195,207,images/image_274.jpg,images/image_285.jpg,0.015135049819946289
96,159,images/image_185.jpg,images/image_241.jpg,0.015150368213653564
29,76,images/image_124.jpg,images/image_167.jpg,0.015153944492340088
152,473,images/image_235.jpg,images/image_524.jpg,0.015162229537963867
242,460,images/image_316.jpg,images/image_512.jpg,0.015168368816375732
171,460,images/image_252.jpg,images/image_512.jpg,0.015176653861999512
29,567,images/image_124.jpg,images/image_7.jpg,0.015212535858154297
32,170,images/image_127.jpg,images/image_251.jpg,0.015218496322631836
5,79,images/image_102.jpg,images/image_17.jpg,0.015245318412780762
22,146,images/image_118.jpg,images/image_23.jpg,0.01525050401687622
448,500,images/image_501.jpg,images/image_549.jpg,0.015260159969329834
75,556,images/image_166.jpg,images/image_6.jpg,0.015262901782989502
79,409,images/image_17.jpg,images/image_467.jpg,0.015263617038726807
290,490,images/image_36.jpg,images/image_54.jpg,0.015267550945281982
195,481,images/image_274.jpg,images/image_531.jpg,0.015280485153198242
179,207,images/image_26.jpg,images/image_285.jpg,0.01528388261795044
473,485,images/image_524.jpg,images/image_535.jpg,0.015302896499633789
124,594,images/image_21.jpg,images/image_94.jpg,0.015303492546081543
7,184,images/image_104.jpg,images/image_264.jpg,0.015335798263549805
124,541,images/image_21.jpg,images/image_586.jpg,0.01534724235534668
448,473,images/image_501.jpg,images/image_524.jpg,0.015369236469268799
114,556,images/image_200.jpg,images/image_6.jpg,0.015396714210510254
124,197,images/image_21.jpg,images/image_276.jpg,0.015428900718688965
7,32,images/image_104.jpg,images/image_127.jpg,0.015431642532348633
75,274,images/image_166.jpg,images/image_345.jpg,0.015439808368682861
29,58,images/image_124.jpg,images/image_150.jpg,0.015441358089447021
434,556,images/image_49.jpg,images/image_6.jpg,0.015466749668121338
170,579,images/image_251.jpg,images/image_80.jpg,0.01548546552658081
400,582,images/image_459.jpg,images/image_83.jpg,0.015486299991607666
139,400,images/image_223.jpg,images/image_459.jpg,0.015490293502807617
96,152,images/image_185.jpg,images/image_235.jpg,0.015495657920837402
207,242,images/image_285.jpg,images/image_316.jpg,0.01550203561782837
216,594,images/image_293.jpg,images/image_94.jpg,0.015510320663452148
81,538,images/image_171.jpg,images/image_583.jpg,0.015516102313995361
29,319,images/image_124.jpg,images/image_386.jpg,0.015517711639404297
29,593,images/image_124.jpg,images/image_93.jpg,0.015518367290496826
274,368,images/image_345.jpg,images/image_43.jpg,0.015520334243774414
96,448,images/image_185.jpg,images/image_501.jpg,0.015522241592407227
171,207,images/image_252.jpg,images/image_285.jpg,0.015530228614807129
152,272,images/image_235.jpg,images/image_343.jpg,0.015536069869995117
152,222,images/image_235.jpg,images/image_299.jpg,0.01553720235824585
216,541,images/image_293.jpg,images/image_586.jpg,0.01556408405303955
485,500,images/image_535.jpg,images/image_549.jpg,0.015568137168884277
226,502,images/image_301.jpg,images/image_550.jpg,0.015569984912872314
222,448,images/image_299.jpg,images/image_501.jpg,0.015571177005767822
197,216,images/image_276.jpg,images/image_293.jpg,0.015587985515594482
272,448,images/image_343.jpg,images/image_501.jpg,0.01559072732925415
73,124,images/image_164.jpg,images/image_21.jpg,0.015612483024597168
114,274,images/image_200.jpg,images/image_345.jpg,0.015628695487976074
7,579,images/image_104.jpg,images/image_80.jpg,0.015669524669647217
98,124,images/image_187.jpg,images/image_21.jpg,0.015684068202972412
302,353,images/image_370.jpg,images/image_416.jpg,0.015694797039031982
28,535,images/image_123.jpg,images/image_580.jpg,0.015710115432739258
73,216,images/image_164.jpg,images/image_293.jpg,0.015737593173980713
152,227,images/image_235.jpg,images/image_302.jpg,0.01574176549911499
76,165,images/image_167.jpg,images/image_247.jpg,0.015745937824249268
199,413,images/image_278.jpg,images/image_470.jpg,0.015762686729431152
159,222,images/image_241.jpg,images/image_299.jpg,0.015764832496643066
227,448,images/image_302.jpg,images/image_501.jpg,0.01577460765838623
29,409,images/image_124.jpg,images/image_467.jpg,0.015818655490875244
400,551,images/image_459.jpg,images/image_595.jpg,0.015828847885131836
124,400,images/image_21.jpg,images/image_459.jpg,0.015831410884857178
124,545,images/image_21.jpg,images/image_59.jpg,0.0158383846282959
156,274,images/image_239.jpg,images/image_345.jpg,0.015851497650146484
98,216,images/image_187.jpg,images/image_293.jpg,0.0158689022064209
274,434,images/image_345.jpg,images/image_49.jpg,0.01587235927581787
159,368,images/image_241.jpg,images/image_43.jpg,0.015903472900390625
323,424,images/image_39.jpg,images/image_480.jpg,0.015922069549560547
400,405,images/image_459.jpg,images/image_463.jpg,0.015929102897644043
139,568,images/image_223.jpg,images/image_70.jpg,0.015969276428222656
139,484,images/image_223.jpg,images/image_534.jpg,0.01596933603286743
28,93,images/image_123.jpg,images/image_182.jpg,0.01598989963531494
179,481,images/image_26.jpg,images/image_531.jpg,0.015999197959899902
216,545,images/image_293.jpg,images/image_59.jpg,0.01599961519241333
159,272,images/image_241.jpg,images/image_343.jpg,0.016021728515625
124,525,images/image_21.jpg,images/image_571.jpg,0.016034364700317383
368,375,images/image_43.jpg,images/image_436.jpg,0.016042053699493408
75,375,images/image_166.jpg,images/image_436.jpg,0.016042470932006836
75,485,images/image_166.jpg,images/image_535.jpg,0.016080379486083984
139,223,images/image_223.jpg,images/image_3.jpg,0.016116678714752197
368,485,images/image_43.jpg,images/image_535.jpg,0.016117870807647705
216,525,images/image_293.jpg,images/image_571.jpg,0.016149163246154785
114,375,images/image_200.jpg,images/image_436.jpg,0.016150951385498047
165,319,images/image_247.jpg,images/image_386.jpg,0.016160130500793457
79,311,images/image_17.jpg,images/image_379.jpg,0.01616644859313965
242,481,images/image_316.jpg,images/image_531.jpg,0.016168832778930664
139,246,images/image_223.jpg,images/image_32.jpg,0.0161704421043396
28,277,images/image_123.jpg,images/image_348.jpg,0.016170918941497803
32,502,images/image_127.jpg,images/image_550.jpg,0.016186058521270752
149,345,images/image_232.jpg,images/image_409.jpg,0.016196727752685547
165,362,images/image_247.jpg,images/image_424.jpg,0.016217052936553955
114,485,images/image_200.jpg,images/image_535.jpg,0.016229093074798584
149,429,images/image_232.jpg,images/image_485.jpg,0.01622980833053589
184,502,images/image_264.jpg,images/image_550.jpg,0.016238033771514893
171,481,images/image_252.jpg,images/image_531.jpg,0.016239047050476074
484,582,images/image_534.jpg,images/image_83.jpg,0.01628708839416504
568,582,images/image_70.jpg,images/image_83.jpg,0.01628720760345459
405,484,images/image_463.jpg,images/image_534.jpg,0.016312599182128906
405,568,images/image_463.jpg,images/image_70.jpg,0.016312718391418457
335,538,images/image_40.jpg,images/image_583.jpg,0.016313791275024414
216,400,images/image_293.jpg,images/image_459.jpg,0.0163193941116333
223,582,images/image_3.jpg,images/image_83.jpg,0.01632910966873169
156,159,images/image_239.jpg,images/image_241.jpg,0.01633840799331665
310,424,images/image_378.jpg,images/image_480.jpg,0.01634848117828369
484,551,images/image_534.jpg,images/image_595.jpg,0.01636636257171631
551,568,images/image_595.jpg,images/image_70.jpg,0.01636636257171631
460,501,images/image_512.jpg,images/image_55.jpg,0.016367793083190918
320,477,images/image_387.jpg,images/image_528.jpg,0.016370177268981934
317,386,images/image_384.jpg,images/image_446.jpg,0.0163954496383667
5,29,images/image_102.jpg,images/image_124.jpg,0.016396760940551758
159,227,images/image_241.jpg,images/image_302.jpg,0.01639711856842041
79,412,images/image_17.jpg,images/image_47.jpg,0.016403496265411377
375,434,images/image_436.jpg,images/image_49.jpg,0.016409695148468018
28,435,images/image_123.jpg,images/image_490.jpg,0.016450107097625732
502,579,images/image_550.jpg,images/image_80.jpg,0.01645904779434204
156,375,images/image_239.jpg,images/image_436.jpg,0.016465306282043457
434,485,images/image_49.jpg,images/image_535.jpg,0.01647663116455078
165,567,images/image_247.jpg,images/image_7.jpg,0.01648998260498047
156,485,images/image_239.jpg,images/image_535.jpg,0.01650214195251465
407,481,images/image_465.jpg,images/image_531.jpg,0.016505062580108643
167,203,images/image_249.jpg,images/image_281.jpg,0.01652073860168457
96,274,images/image_185.jpg,images/image_345.jpg,0.016536295413970947
375,473,images/image_436.jpg,images/image_524.jpg,0.016536295413970947
246,582,images/image_32.jpg,images/image_83.jpg,0.016538262367248535
272,274,images/image_343.jpg,images/image_345.jpg,0.016540884971618652
222,274,images/image_299.jpg,images/image_345.jpg,0.01655864715576172
399,424,images/image_458.jpg,images/image_480.jpg,0.016559600830078125
318,481,images/image_385.jpg,images/image_531.jpg,0.016560077667236328
252,320,images/image_325.jpg,images/image_387.jpg,0.016569077968597412
113,124,images/image_20.jpg,images/image_21.jpg,0.016595065593719482
124,223,images/image_21.jpg,images/image_3.jpg,0.01662003993988037
342,458,images/image_406.jpg,images/image_510.jpg,0.016622185707092285
146,315,images/image_23.jpg,images/image_382.jpg,0.016655683517456055
136,146,images/image_220.jpg,images/image_23.jpg,0.016665935516357422
75,549,images/image_166.jpg,images/image_593.jpg,0.016687631607055664
113,216,images/image_20.jpg,images/image_293.jpg,0.016696631908416748
167,470,images/image_249.jpg,images/image_521.jpg,0.016705632209777832
207,501,images/image_285.jpg,images/image_55.jpg,0.016706645488739014
84,343,images/image_174.jpg,images/image_407.jpg,0.016719460487365723
75,159,images/image_166.jpg,images/image_241.jpg,0.01674365997314453
227,274,images/image_302.jpg,images/image_345.jpg,0.01674717664718628
223,551,images/image_3.jpg,images/image_595.jpg,0.016753792762756348
264,320,images/image_336.jpg,images/image_387.jpg,0.016760170459747314
306,481,images/image_374.jpg,images/image_531.jpg,0.016765117645263672
223,405,images/image_3.jpg,images/image_463.jpg,0.016770899295806885
368,549,images/image_43.jpg,images/image_593.jpg,0.016775190830230713
81,196,images/image_171.jpg,images/image_275.jpg,0.016784608364105225
17,146,images/image_113.jpg,images/image_23.jpg,0.016792356967926025
332,481,images/image_398.jpg,images/image_531.jpg,0.016835272312164307
302,429,images/image_370.jpg,images/image_485.jpg,0.01683741807937622
28,116,images/image_123.jpg,images/image_202.jpg,0.016845226287841797
114,549,images/image_200.jpg,images/image_593.jpg,0.01687222719192505
375,500,images/image_436.jpg,images/image_549.jpg,0.016883015632629395
131,516,images/image_216.jpg,images/image_563.jpg,0.016884326934814453
311,347,images/image_379.jpg,images/image_410.jpg,0.0168992280960083
246,405,images/image_32.jpg,images/image_463.jpg,0.016905784606933594
58,165,images/image_150.jpg,images/image_247.jpg,0.016921818256378174
114,159,images/image_200.jpg,images/image_241.jpg,0.01694953441619873
302,345,images/image_370.jpg,images/image_409.jpg,0.01695483922958374
237,320,images/image_311.jpg,images/image_387.jpg,0.016975224018096924
246,551,images/image_32.jpg,images/image_595.jpg,0.016987383365631104
159,434,images/image_241.jpg,images/image_49.jpg,0.01701200008392334
199,389,images/image_278.jpg,images/image_449.jpg,0.017026901245117188
5,165,images/image_102.jpg,images/image_247.jpg,0.017028748989105225
96,375,images/image_185.jpg,images/image_436.jpg,0.01703190803527832
165,593,images/image_247.jpg,images/image_93.jpg,0.017079830169677734
222,375,images/image_299.jpg,images/image_436.jpg,0.017081081867218018
131,360,images/image_216.jpg,images/image_422.jpg,0.017086923122406006
29,311,images/image_124.jpg,images/image_379.jpg,0.017104506492614746
156,549,images/image_239.jpg,images/image_593.jpg,0.01712089776992798
434,549,images/image_49.jpg,images/image_593.jpg,0.017132580280303955
96,485,images/image_185.jpg,images/image_535.jpg,0.017137348651885986
165,409,images/image_247.jpg,images/image_467.jpg,0.01715022325515747
272,375,images/image_343.jpg,images/image_436.jpg,0.0171700119972229
222,485,images/image_299.jpg,images/image_535.jpg,0.017178058624267578
347,412,images/image_410.jpg,images/image_47.jpg,0.01717972755432129
216,223,images/image_293.jpg,images/image_3.jpg,0.017203092575073242
272,485,images/image_343.jpg,images/image_535.jpg,0.017210006713867188
30,146,images/image_125.jpg,images/image_23.jpg,0.017225205898284912
181,392,images/image_261.jpg,images/image_451.jpg,0.01723945140838623
29,412,images/image_124.jpg,images/image_47.jpg,0.017267942428588867
131,173,images/image_216.jpg,images/image_254.jpg,0.017272114753723145
227,375,images/image_302.jpg,images/image_436.jpg,0.017274677753448486
65,131,images/image_157.jpg,images/image_216.jpg,0.017279505729675293
131,507,images/image_216.jpg,images/image_555.jpg,0.017279505729675293
28,100,images/image_123.jpg,images/image_189.jpg,0.017287075519561768
81,194,images/image_171.jpg,images/image_273.jpg,0.017320334911346436
177,392,images/image_258.jpg,images/image_451.jpg,0.01733344793319702
131,394,images/image_216.jpg,images/image_453.jpg,0.017339646816253662
309,592,images/image_377.jpg,images/image_92.jpg,0.01734483242034912
227,485,images/image_302.jpg,images/image_535.jpg,0.017359018325805664
481,501,images/image_531.jpg,images/image_55.jpg,0.017366349697113037
76,349,images/image_167.jpg,images/image_412.jpg,0.017430543899536133
391,481,images/image_450.jpg,images/image_531.jpg,0.017471373081207275
145,596,images/image_229.jpg,images/image_96.jpg,0.017475008964538574
226,408,images/image_301.jpg,images/image_466.jpg,0.017478466033935547
199,490,images/image_278.jpg,images/image_54.jpg,0.017544329166412354
497,592,images/image_546.jpg,images/image_92.jpg,0.017558395862579346
163,560,images/image_245.jpg,images/image_63.jpg,0.01761186122894287
196,335,images/image_275.jpg,images/image_40.jpg,0.01762312650680542
124,246,images/image_21.jpg,images/image_32.jpg,0.01765531301498413
184,408,images/image_264.jpg,images/image_466.jpg,0.01769840717315674
93,496,images/image_182.jpg,images/image_545.jpg,0.017771780490875244
28,466,images/image_123.jpg,images/image_518.jpg,0.017799198627471924
311,481,images/image_379.jpg,images/image_531.jpg,0.01780170202255249
32,408,images/image_127.jpg,images/image_466.jpg,0.017802894115447998
82,427,images/image_172.jpg,images/image_483.jpg,0.017809629440307617
31,265,images/image_126.jpg,images/image_337.jpg,0.017826199531555176
96,549,images/image_185.jpg,images/image_593.jpg,0.017835140228271484
496,535,images/image_545.jpg,images/image_580.jpg,0.017837107181549072
272,549,images/image_343.jpg,images/image_593.jpg,0.017837822437286377
222,549,images/image_299.jpg,images/image_593.jpg,0.017853140830993652
81,239,images/image_171.jpg,images/image_313.jpg,0.01790475845336914
319,349,images/image_386.jpg,images/image_412.jpg,0.01792985200881958
28,436,images/image_123.jpg,images/image_491.jpg,0.01801091432571411
227,549,images/image_302.jpg,images/image_593.jpg,0.018043816089630127
31,412,images/image_126.jpg,images/image_47.jpg,0.018046557903289795
265,280,images/image_337.jpg,images/image_350.jpg,0.01810920238494873
408,579,images/image_466.jpg,images/image_80.jpg,0.01811802387237549
194,335,images/image_273.jpg,images/image_40.jpg,0.01814514398574829
241,260,images/image_315.jpg,images/image_332.jpg,0.018179893493652344
265,481,images/image_337.jpg,images/image_531.jpg,0.01820242404937744
216,246,images/image_293.jpg,images/image_32.jpg,0.018254637718200684
58,319,images/image_150.jpg,images/image_386.jpg,0.01827770471572876
280,412,images/image_350.jpg,images/image_47.jpg,0.018285691738128662
